
0.50 0.25 0.00 -1.4956945328920387E-004 NaN 0.34985817450184081 7.4324331818430525E-002	6
0.50 0.25 0.10 -4.9433954071430091E-003 2.2544044796329044E-002 0.41800699175194889 6.8355536083266527E-002	6
0.50 0.25 0.20 -1.8975318804402844E-002 2.1703899934753145E-002 0.48859702953459389 6.4718981056719027E-002	6
0.50 0.25 0.30 -3.9269962647704389E-002 2.0651101012406817E-002 0.50922435035072000 6.0498202693507336E-002	6
0.50 0.25 0.40 -6.0679297418058782E-002 1.9501074610936503E-002 0.50935168552964438 6.1605719232858541E-002	6
0.50 0.25 0.50 -8.0360557335424049E-002 1.8240045573571690E-002 0.50551936218661309 6.1407643142789223E-002	6
0.50 0.25 0.60 -9.4891229257218629E-002 1.8142199936819564E-002 0.50564195439151716 6.1345225681023581E-002	6
0.50 0.25 0.70 -0.10674302656301392 1.7367138427448640E-002 0.51248100918035477 6.0920607204159614E-002	6
0.50 0.25 0.80 -0.12575461747611807 1.7938547033630365E-002 0.51534860083370160 6.0478409600313705E-002	6
0.50 0.25 0.90 -0.15817344330407374 1.8616537276921957E-002 0.51736471663283945 6.2355347011759751E-002	6
0.50 0.25 1.00 -0.15221424612469492 1.9107801576093479E-002 0.49794732744016940 6.0708479954258786E-002	6
0.50 0.25 1.10 -0.18951743773118571 1.9243221541729059E-002 0.47926045323721267 6.2381093663407480E-002	6
0.50 0.25 1.20 -0.20482586384366763 1.8667866582210778E-002 0.47557068060015467 6.1353213799583139E-002	6
0.50 0.25 1.30 -0.23256765079367722 1.9945631722977624E-002 0.47844558130792753 6.3002682953340633E-002	6
0.50 0.25 1.40 -0.25722307906742370 2.0269122949125553E-002 0.47989576585150073 6.2375950176030578E-002	6
0.50 0.25 1.50 -0.25978605645014552 2.1548646356543542E-002 0.47414590963936432 6.2336668081999863E-002	6
0.50 0.25 1.60 -0.28495650905864806 2.2366529629881983E-002 0.47630187524305162 6.3524274308520076E-002	6
0.50 0.25 1.70 -0.27099000324653416 2.0937835543648670E-002 0.45718453961590316 6.3166350387270795E-002	6
0.50 0.25 1.80 -0.32494342068051912 2.1744179404040092E-002 0.44945933283403755 6.2733582673991942E-002	6
0.50 0.25 1.90 -0.33074808561170355 2.2308965536988523E-002 0.45280403766323257 6.3113427770738167E-002	6
0.50 0.25 2.00 -0.32519895071644200 2.2379733590242878E-002 0.45458695538960014 6.3171526230027822E-002	6
0.50 0.25 2.10 -0.33619390214317069 2.1676862536452561E-002 0.44956078410615047 6.5009278995056458E-002	6
0.50 0.25 2.20 -0.36440301114069901 2.3162994500684465E-002 0.44955025383616243 6.4448740593113771E-002	6
0.50 0.25 2.30 -0.37789705498307696 2.3616097210099603E-002 0.45071988019653109 6.5985210878199044E-002	6
0.50 0.25 2.40 -0.40194864965967764 2.2661771820643030E-002 0.46261790766463984 6.3800230313326739E-002	6
0.50 0.25 2.50 -0.40350726356763955 2.2756074117800937E-002 0.44166977516973444 6.5289231967540953E-002	6
0.50 0.25 2.60 -0.38872458695290946 2.2760854222806357E-002 0.43412322174586837 6.3222937610823898E-002	6
0.50 0.25 2.70 -0.43554874792666348 2.3662510581741781E-002 0.43369747156251820 6.4526266580326092E-002	6
0.50 0.25 2.80 -0.47042745438805861 2.3625757597890346E-002 0.42849965474526941 6.4279867275684868E-002	6
0.50 0.25 2.90 -0.43526193482324643 2.2041502659176319E-002 0.43957251896935468 6.4826358939779352E-002	6
0.50 0.25 3.00 -0.45675242329774313 2.3688932971623982E-002 0.44080865058444701 6.4118117512925052E-002	6
0.50 0.25 3.10 -0.49050787312578431 2.4075864330555741E-002 0.43046835354652496 6.3727692659399537E-002	6
0.50 0.25 3.20 -0.46865209926789009 2.3329299335532405E-002 0.42102478957895373 6.4482141805646195E-002	6
0.50 0.25 3.30 -0.46746744740003909 2.5166620611995497E-002 0.42705803054320907 6.4551933669105985E-002	6
0.50 0.25 3.40 -0.49125349666423729 2.5462148890720966E-002 0.41903982648508259 6.5005662843565681E-002	6
0.50 0.25 3.50 -0.54877576388545923 2.3851756904906221E-002 0.41680079389685498 6.5617202979825345E-002	6
0.50 0.25 3.60 -0.52321563847364805 2.4068960620599451E-002 0.43348768850663510 6.3695699166729736E-002	6
0.50 0.25 3.70 -0.55960617344011809 2.3525122770516865E-002 0.41499744904173969 6.4632612068666009E-002	6
0.50 0.25 3.80 -0.56880742048324795 2.4006441849039412E-002 0.41965883785714103 6.5581668682533359E-002	6
0.50 0.25 3.90 -0.54466456504199323 2.3182718018227955E-002 0.44054016501012927 6.3673768242166931E-002	6
0.50 0.25 4.00 -0.57153969566432061 2.3043998093295420E-002 0.42397583443407461 6.5448881843277379E-002	6
0.50 0.25 4.10 -0.55119057263247051 2.5924348508423952E-002 0.42339675199733695 6.5263743251282452E-002	6
0.50 0.25 4.20 -0.57428734883831434 2.3966427520658532E-002 0.41588715749800426 6.4757533349116270E-002	6
0.50 0.25 4.30 -0.57484730421433872 2.4558616851183920E-002 0.41532904575875829 6.3304300488546961E-002	6
0.50 0.25 4.40 -0.58240773011362001 2.4506756897767098E-002 0.43221232861882153 6.5586762869890014E-002	6
0.50 0.25 4.50 -0.59348821022910792 2.4722424586639237E-002 0.43033635644197776 6.4711799386527991E-002	6
0.50 0.25 4.60 -0.62130344965233730 2.2596309581344929E-002 0.42197379825680525 6.4295053739693395E-002	6
0.50 0.25 4.70 -0.60129934227055737 2.4260790684914872E-002 0.43205796749556663 6.4719457653535262E-002	6
0.50 0.25 4.80 -0.61808565769976498 2.3094432495883357E-002 0.42397248778084862 6.3275593228326238E-002	6
0.50 0.25 4.90 -0.63000203290333046 2.5067237618198773E-002 0.41099793611570584 6.5634088954768091E-002	6
0.50 0.25 5.00 -0.63163027573664254 2.3930591569239990E-002 0.41830291676711717 6.2304248657471063E-002	6
0.50 0.25 5.10 -0.64336550329201969 2.3142881279253843E-002 0.42213167455435857 6.5491833483565132E-002	6
0.50 0.25 5.20 -0.62272629402380375 2.4591673633540992E-002 0.41521873483353283 6.5035779663775009E-002	6
0.50 0.25 5.30 -0.62238705164700558 2.4310732638131716E-002 0.43162707050467725 6.4793720493970017E-002	6
0.50 0.25 5.40 -0.67955459906973326 2.3141184728292023E-002 0.40468663593310517 6.3241213723309361E-002	6
0.50 0.25 5.50 -0.68121070610846768 2.1829971366093274E-002 0.39814255598149539 6.4508346358130617E-002	6
0.50 0.25 5.60 -0.63221267114686364 2.4083920727601831E-002 0.41809617211382816 6.4018955306090947E-002	6
0.50 0.25 5.70 -0.66245378252488107 2.3422690730576585E-002 0.41627919412984021 6.4067120129794569E-002	6
0.50 0.25 5.80 -0.65631863649633992 2.3614120278986708E-002 0.41608268000571608 6.4433502547333779E-002	6
0.50 0.25 5.90 -0.65216330839638792 2.2546049009989910E-002 0.40873544510236659 6.4337551245052471E-002	6
0.50 0.25 6.00 -0.70021785983189766 2.0549409810846072E-002 0.42836135629071881 6.6461069917795046E-002	6

0.50 0.25 0.00 1.6403495263291819E-005 NaN 0.30939658941162257 3.6856154817551036E-002	8
0.50 0.25 0.10 -4.0478556528210355E-003 1.4090277023905853E-002 0.42548524914880237 3.3532863882679037E-002	8
0.50 0.25 0.20 -1.6786481827831639E-002 1.3067409389586932E-002 0.47071355553665933 3.2588668629804009E-002	8
0.50 0.25 0.30 -2.9127879708758096E-002 1.1684863124323795E-002 0.49787702978598403 3.1841503277174249E-002	8
0.50 0.25 0.40 -3.8222539738502884E-002 1.0838542497653965E-002 0.50683638452026114 3.1815799608488855E-002	8
0.50 0.25 0.50 -5.2924861720252840E-002 1.0745305349588974E-002 0.51520636163164946 3.1515222614934883E-002	8
0.50 0.25 0.60 -6.5202701458864906E-002 1.0707311862693138E-002 0.51331232615657396 3.1468061847199559E-002	8
0.50 0.25 0.70 -8.7390657212336534E-002 1.0940341889907430E-002 0.50288837983069223 3.1416211786252514E-002	8
0.50 0.25 0.80 -9.8311766071093418E-002 1.2028563278650426E-002 0.49757850262671194 3.1626641253639266E-002	8
0.50 0.25 0.90 -0.11308686836157504 1.2225425897886201E-002 0.49557268427634338 3.1774915309223301E-002	8
0.50 0.25 1.00 -0.12891375002473654 1.2184014035191643E-002 0.47789567522871024 3.2103617783750038E-002	8
0.50 0.25 1.10 -0.13947050285267293 1.2958108537497407E-002 0.48383515990478448 3.1964828060762090E-002	8
0.50 0.25 1.20 -0.16858734382585319 1.5282615163755219E-002 0.47119807990152823 3.2038360917186759E-002	8
0.50 0.25 1.30 -0.19860877583000039 1.4923379282547927E-002 0.46225708818246741 3.2525050166753298E-002	8
0.50 0.25 1.40 -0.20054070277854216 1.5725999301009697E-002 0.46486035507893647 3.2217571812556377E-002	8
0.50 0.25 1.50 -0.21845189881083482 1.4747191555281730E-002 0.46008851131337314 3.2243802576541920E-002	8
0.50 0.25 1.60 -0.23078319389302812 1.4740174312911537E-002 0.44622531696368217 3.3160394468987470E-002	8
0.50 0.25 1.70 -0.28022505000780573 1.6658080069659343E-002 0.44611951209425921 3.3101531456460019E-002	8
0.50 0.25 1.80 -0.27337339714342573 1.7406322028489379E-002 0.44265922489995518 3.2981240718504126E-002	8
0.50 0.25 1.90 -0.28815410651613083 1.6395648184298572E-002 0.43871941524951086 3.3127578559386764E-002	8
0.50 0.25 2.00 -0.31498773970679100 1.7935537874718011E-002 0.43809034681020959 3.3550769925524832E-002	8
0.50 0.25 2.10 -0.31703423352539745 1.7514913164743261E-002 0.43228339287578732 3.3188282831383704E-002	8
0.50 0.25 2.20 -0.33109589024130920 1.8973617915999576E-002 0.43252073702996480 3.3267274337917638E-002	8
0.50 0.25 2.30 -0.34033508742369301 1.7572319772366025E-002 0.43357922949907485 3.3256265039100071E-002	8
0.50 0.25 2.40 -0.35326271697563860 2.0822732419945297E-002 0.43126126854126262 3.3534832657276699E-002	8
0.50 0.25 2.50 -0.38624412456163137 1.9160153470527203E-002 0.42003460693057493 3.3457959091566597E-002	8
0.50 0.25 2.60 -0.41426108912111526 1.8804503780161581E-002 0.42800158728574578 3.3875745757773162E-002	8
0.50 0.25 2.70 -0.41113478563003308 1.9409517739140247E-002 0.42590363698356398 3.3469829341776718E-002	8
0.50 0.25 2.80 -0.38185183493241259 1.8162971550772108E-002 0.42261477955171795 3.3502468278454746E-002	8
0.50 0.25 2.90 -0.44625162133242730 1.9324632984649412E-002 0.41490353927229889 3.3240832115166187E-002	8
0.50 0.25 3.00 -0.48303398767371858 1.9344507001004284E-002 0.41392145427816951 3.3456452883849339E-002	8
0.50 0.25 3.10 -0.43350535771655663 2.0538870991164505E-002 0.41635491334615432 3.3807428773275409E-002	8
0.50 0.25 3.20 -0.44665403103956103 2.0248952074582414E-002 0.41835998066461944 3.3622255617922418E-002	8
0.50 0.25 3.30 -0.47063572703410483 2.0316053135617872E-002 0.41799143403999012 3.3289099397630389E-002	8
0.50 0.25 3.40 -0.49419520866556216 2.1375451615939570E-002 0.40786539074314837 3.3419580270136508E-002	8
0.50 0.25 3.50 -0.49926433440809714 1.8484544542096457E-002 0.41270488472153094 3.3557650726082182E-002	8
0.50 0.25 3.60 -0.52074526932451914 1.9743857378745153E-002 0.40719395555244209 3.3274702593873440E-002	8
0.50 0.25 3.70 -0.52986352663219594 2.0075470455900017E-002 0.41401535218376950 3.3647768175788142E-002	8
0.50 0.25 3.80 -0.51267796175162939 1.9870635686446415E-002 0.41356493612976880 3.3611756672074000E-002	8
0.50 0.25 3.90 -0.52381972752635930 2.0047769047827232E-002 0.41156372724020018 3.3746355128375857E-002	8
0.50 0.25 4.00 -0.50885579979036244 1.9719266867378561E-002 0.40603863494798770 3.3794599033756714E-002	8
0.50 0.25 4.10 -0.53245785709053406 1.9856460569074075E-002 0.41078330948887365 3.4161805052983198E-002	8
0.50 0.25 4.20 -0.54162737909320580 1.9781288321612824E-002 0.41073979810147693 3.4025372888558343E-002	8
0.50 0.25 4.30 -0.56320858717898448 2.0850704868854385E-002 0.40553326447142579 3.3827693463626060E-002	8
0.50 0.25 4.40 -0.58530382743444820 1.9811305780277854E-002 0.40101953172897248 3.3622777888444470E-002	8
0.50 0.25 4.50 -0.57553107486145461 2.0830572894028010E-002 0.41734820669070150 3.4021104003296609E-002	8
0.50 0.25 4.60 -0.60727580902968714 1.9498542999357001E-002 0.39791629738718387 3.3724811213014128E-002	8
0.50 0.25 4.70 -0.57507747969655743 1.9654122040785864E-002 0.41027010635612665 3.3910102905401453E-002	8
0.50 0.25 4.80 -0.59775356539478375 2.1482214211042083E-002 0.40540822430817147 3.3837367601120279E-002	8
0.50 0.25 4.90 -0.56415842580459119 2.0763753767415780E-002 0.40694480044204484 3.4240501025107097E-002	8
0.50 0.25 5.00 -0.60453332748774136 2.0539223737131559E-002 0.40453969001834694 3.3853489745200908E-002	8
0.50 0.25 5.10 -0.62200866187372428 1.9041546719209382E-002 0.41242421041859800 3.3812146892888445E-002	8
0.50 0.25 5.20 -0.59489117490723109 2.1825832757480002E-002 0.40542846997511583 3.3960607581462257E-002	8
0.50 0.25 5.30 -0.59148210388725264 2.1444902132096447E-002 0.41620087467224059 3.4121472152607780E-002	8
0.50 0.25 5.40 -0.61273877283557243 1.9769149912401734E-002 0.39912459560324082 3.3455244817481945E-002	8
0.50 0.25 5.50 -0.61731419603889426 2.0975147062299776E-002 0.40779741963110455 3.4279461203960637E-002	8
0.50 0.25 5.60 -0.63603471660109423 2.0446157239616007E-002 0.40361169155118409 3.3967202642694393E-002	8
0.50 0.25 5.70 -0.63458690910949489 1.9093214334264363E-002 0.40234233930227659 3.3942393323393799E-002	8
0.50 0.25 5.80 -0.63878708359607073 2.1263393621316694E-002 0.40157760088805045 3.3687647380786695E-002	8
0.50 0.25 5.90 -0.63866493262779400 2.0582942986803843E-002 0.40663025505109884 3.3697256582077457E-002	8
0.50 0.25 6.00 -0.65115779874627400 2.0500461582990587E-002 0.40359332041451995 3.3611027029994085E-002	8

0.50 0.25 0.00 6.3771391826441298E-005 NaN 0.23824565051568347 1.8194934918539754E-002	10
0.50 0.25 0.10 -4.5694140846216317E-003 8.7662244625041717E-003 0.46233258109127334 1.7176821379014304E-002	10
0.50 0.25 0.20 -1.1786790892348241E-002 7.2093193162278534E-003 0.49915057892564502 1.6761876817439542E-002	10
0.50 0.25 0.30 -1.7168989812928158E-002 6.1286246548282750E-003 0.51529545950957356 1.6559867333958696E-002	10
0.50 0.25 0.40 -2.7875264827090913E-002 6.0974766886058686E-003 0.52222186763327638 1.6388451846146072E-002	10
0.50 0.25 0.50 -3.2812991200555967E-002 6.3615490261925249E-003 0.51931624681282751 1.6343320983689961E-002	10
